# SignalP-5.0	Organism: Eukarya	Timestamp: 20210412190349
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
C1_10820C_A	OTHER	0.000709	0.999291	
C6_00690W_A	OTHER	0.000668	0.999332	
C6_02210W_A	OTHER	0.017546	0.982454	
C5_04160W_A	OTHER	0.000792	0.999208	
C1_12150C_A	OTHER	0.004150	0.995850	
C1_00210C_A	OTHER	0.000419	0.999581	
CR_08210C_A	OTHER	0.002592	0.997408	
C1_11580W_A	OTHER	0.000395	0.999605	
CR_03310C_A	OTHER	0.000415	0.999585	
C2_00920W_A	SP(Sec/SPI)	0.997011	0.002989	CS pos: 20-21. VSS-SD. Pr: 0.8130
C4_05650W_A	OTHER	0.000180	0.999820	
C5_01350W_A	OTHER	0.000863	0.999137	
C3_04040W_A	OTHER	0.001409	0.998591	
C4_06940C_A	OTHER	0.000580	0.999420	
C2_06320W_A	OTHER	0.004626	0.995374	
C6_00600C_A	OTHER	0.029621	0.970379	
C4_02470C_A	OTHER	0.001347	0.998653	
CR_04800W_A	OTHER	0.172043	0.827957	
C1_04100C_A	OTHER	0.001183	0.998817	
C4_07070W_A	OTHER	0.000339	0.999661	
C1_14310W_A	OTHER	0.002000	0.998000	
C1_00400W_A	OTHER	0.132581	0.867419	
C5_00590W_A	OTHER	0.008952	0.991048	
C3_07250W_A	OTHER	0.000601	0.999399	
C1_07010W_A	OTHER	0.003171	0.996829	
C2_00420W_A	OTHER	0.002246	0.997754	
C1_05720W_A	OTHER	0.000379	0.999621	
C1_03840W_A	OTHER	0.001102	0.998898	
C1_11120C_A	OTHER	0.000479	0.999521	
C1_13150W_A	OTHER	0.001270	0.998730	
C6_02040W_A	OTHER	0.212203	0.787797	
C5_00440C_A	OTHER	0.000490	0.999510	
CR_05910W_A	OTHER	0.000929	0.999071	
C7_02960C_A	OTHER	0.000480	0.999520	
C1_12110C_A	OTHER	0.021739	0.978261	
C5_00620W_A	OTHER	0.006991	0.993009	
C1_03050W_A	OTHER	0.001510	0.998490	
C3_04560W_A	OTHER	0.000243	0.999757	
C2_01990C_A	OTHER	0.001754	0.998246	
C2_01560W_A	OTHER	0.137280	0.862720	
C3_06750W_A	OTHER	0.000390	0.999610	
C1_05700W_A	OTHER	0.000951	0.999049	
C3_04830C_A	OTHER	0.001860	0.998140	
CR_06770C_A	OTHER	0.000763	0.999237	
C1_12050W_A	OTHER	0.006141	0.993859	
C1_12560C_A	OTHER	0.000418	0.999582	
CR_09100C_A	OTHER	0.003427	0.996573	
C5_02770W_A	OTHER	0.001665	0.998335	
C3_04700W_A	OTHER	0.001044	0.998956	
C1_00010W_A	OTHER	0.001512	0.998488	
C3_07730W_A	OTHER	0.000870	0.999130	
C1_08480C_A	OTHER	0.000467	0.999533	
C3_04210W_A	OTHER	0.004301	0.995699	
C2_07820C_A	OTHER	0.001553	0.998447	
C1_06050C_A	OTHER	0.006986	0.993014	
C7_01590C_A	OTHER	0.001819	0.998181	
C6_03020W_A	OTHER	0.000823	0.999177	
C6_01780C_A	OTHER	0.000753	0.999247	
C7_00940W_A	SP(Sec/SPI)	0.995766	0.004234	CS pos: 19-20. VSA-LP. Pr: 0.8955
C3_03490W_A	OTHER	0.002015	0.997985	
C3_06950W_A	OTHER	0.000976	0.999024	
C3_01340W_A	OTHER	0.001925	0.998075	
C4_00940W_A	OTHER	0.000811	0.999189	
C2_07920W_A	OTHER	0.001562	0.998438	
C2_00610C_A	OTHER	0.003957	0.996043	
C1_09900W_A	SP(Sec/SPI)	0.983525	0.016475	CS pos: 16-17. IFA-SP. Pr: 0.4967
C5_02620C_A	OTHER	0.000185	0.999815	
C6_02130C_A	OTHER	0.000104	0.999896	
C2_07420W_A	OTHER	0.001395	0.998605	
C7_00980W_A	OTHER	0.080956	0.919044	
C4_02610C_A	OTHER	0.001868	0.998132	
C7_02980C_A	OTHER	0.000614	0.999386	
C7_03590C_A	OTHER	0.001212	0.998788	
C3_05860C_A	OTHER	0.000486	0.999514	
CR_07970C_A	OTHER	0.011490	0.988510	
C1_05450W_A	OTHER	0.004512	0.995488	
CR_07390C_A	OTHER	0.000143	0.999857	
C7_03790W_A	OTHER	0.000343	0.999657	
CR_08870W_A	OTHER	0.000458	0.999542	
CR_01470W_A	OTHER	0.011349	0.988651	
C4_03870C_A	OTHER	0.000580	0.999420	
C7_01280C_A	OTHER	0.001705	0.998295	
C1_08880W_A	OTHER	0.002578	0.997422	
C2_08360C_A	OTHER	0.003935	0.996065	
C1_00870W_A	OTHER	0.000459	0.999541	
C1_12380C_A	OTHER	0.000645	0.999355	
C4_02520C_A	OTHER	0.002332	0.997668	
C5_02080C_A	OTHER	0.000591	0.999409	
C1_10700C_A	OTHER	0.004596	0.995404	
C7_00490C_A	OTHER	0.001366	0.998634	
C2_02750C_A	OTHER	0.000342	0.999658	
C7_02200W_A	OTHER	0.000571	0.999429	
C4_07090C_A	OTHER	0.000553	0.999447	
C6_00610C_A	OTHER	0.001250	0.998750	
C4_04700W_A	OTHER	0.005252	0.994748	
C5_00940C_A	OTHER	0.000273	0.999727	
C2_03360W_A	OTHER	0.000227	0.999773	
C1_00420W_A	OTHER	0.000761	0.999239	
C6_03640W_A	OTHER	0.001868	0.998132	
C3_04710W_A	OTHER	0.000566	0.999434	
C1_13940W_A	SP(Sec/SPI)	0.989662	0.010338	CS pos: 15-16. ALA-TP. Pr: 0.8655
C2_01680C_A	OTHER	0.000972	0.999028	
C7_02360W_A	OTHER	0.000335	0.999665	
C4_00840W_A	OTHER	0.000343	0.999657	
C2_06250C_A	OTHER	0.000665	0.999335	
C3_06820C_A	OTHER	0.000319	0.999681	
C7_01210C_A	OTHER	0.000511	0.999489	
C5_03160W_A	OTHER	0.000830	0.999170	
C1_14300C_A	SP(Sec/SPI)	0.980583	0.019417	CS pos: 28-29. AIA-SV. Pr: 0.5524
C7_01060W_A	OTHER	0.001731	0.998269	
C2_10050W_A	OTHER	0.001226	0.998774	
C1_01590C_A	OTHER	0.000413	0.999587	
C4_05450C_A	OTHER	0.000397	0.999603	
C5_03150W_A	OTHER	0.000837	0.999163	
C7_03640C_A	OTHER	0.000730	0.999270	
CR_09610C_A	OTHER	0.000835	0.999165	
C1_13190W_A	OTHER	0.050290	0.949710	
C2_06270W_A	OTHER	0.004106	0.995894	
CR_05720W_A	OTHER	0.000507	0.999493	
C6_03510C_A	OTHER	0.000732	0.999268	
C1_08860C_A	OTHER	0.016796	0.983204	
C1_00740C_A	OTHER	0.000995	0.999005	
CR_03620C_A	OTHER	0.002262	0.997738	
C2_05360C_A	OTHER	0.001150	0.998850	
C1_05110C_A	OTHER	0.000726	0.999274	
CR_04630C_A	OTHER	0.000734	0.999266	
C1_07930C_A	OTHER	0.000202	0.999798	
C7_01340W_A	OTHER	0.000818	0.999182	
C1_06550W_A	OTHER	0.001732	0.998268	
CR_06990W_A	OTHER	0.001275	0.998725	
C1_09180W_A	OTHER	0.000806	0.999194	
C7_02390W_A	OTHER	0.001880	0.998120	
C6_02670C_A	OTHER	0.011896	0.988104	
C1_07700C_A	OTHER	0.026072	0.973928	
CR_04890W_A	OTHER	0.000688	0.999312	
C4_04310W_A	OTHER	0.000327	0.999673	
CR_08680C_A	OTHER	0.447199	0.552801	
C5_01830C_A	OTHER	0.000475	0.999525	
C2_08390W_A	OTHER	0.001227	0.998773	
C4_01660W_A	OTHER	0.002156	0.997844	
C2_04910W_A	OTHER	0.000397	0.999603	
C6_00180C_A	OTHER	0.002158	0.997842	
C2_08990C_A	SP(Sec/SPI)	0.914182	0.085818	CS pos: 19-20. VSS-SW. Pr: 0.4891
C1_00050C_A	OTHER	0.126032	0.873968	
C3_00660W_A	OTHER	0.000898	0.999102	
C1_02180W_A	OTHER	0.000306	0.999694	
C6_00430C_A	OTHER	0.002037	0.997963	
C5_02480W_A	OTHER	0.000156	0.999844	
C6_01770W_A	OTHER	0.001306	0.998694	
C4_05250W_A	OTHER	0.000551	0.999449	
CM_00310W	OTHER	0.001319	0.998681	
C4_03750C_A	OTHER	0.000384	0.999616	
C2_04100W_A	OTHER	0.001108	0.998892	
CR_00210W_A	OTHER	0.000715	0.999285	
C6_02800W_A	OTHER	0.001327	0.998673	
C3_07710W_A	OTHER	0.001058	0.998942	
CR_01540W_A	OTHER	0.000503	0.999497	
C7_01360C_A	OTHER	0.000198	0.999802	
C2_10870W_A	OTHER	0.000362	0.999638	
CR_03430W_A	OTHER	0.001911	0.998089	
C3_04490W_A	OTHER	0.000403	0.999597	
C4_03040W_A	OTHER	0.000938	0.999062	
C3_02170C_A	OTHER	0.001293	0.998707	
CR_04760C_A	SP(Sec/SPI)	0.687812	0.312188	CS pos: 26-27. VAA-GP. Pr: 0.2459
C2_01310W_A	OTHER	0.000988	0.999012	
C7_03520W_A	OTHER	0.001590	0.998410	
C1_01040W_A	OTHER	0.003635	0.996365	
C1_13100W_A	OTHER	0.000910	0.999090	
CR_05460W_A	OTHER	0.004711	0.995289	
C3_06690C_A	OTHER	0.000191	0.999809	
C1_01180C_A	OTHER	0.003072	0.996928	
CR_05920C_A	OTHER	0.000881	0.999119	
C5_04080C_A	OTHER	0.000269	0.999731	
C7_03420C_A	OTHER	0.000258	0.999742	
C1_07250C_A	OTHER	0.183709	0.816291	
CR_04190W_A	OTHER	0.000296	0.999704	
CR_04360C_A	OTHER	0.000294	0.999706	
C4_03820C_A	OTHER	0.000160	0.999840	
C1_03290W_A	OTHER	0.000334	0.999666	
C7_04100C_A	OTHER	0.239934	0.760066	
C7_02380C_A	OTHER	0.001694	0.998306	
CR_05570C_A	OTHER	0.000881	0.999119	
C3_04380C_A	OTHER	0.000957	0.999043	
C4_00760W_A	OTHER	0.005591	0.994409	
C4_06490C_A	OTHER	0.001865	0.998135	
C2_03000C_A	OTHER	0.000505	0.999495	
C1_12920C_A	OTHER	0.000809	0.999191	
CR_02850C_A	OTHER	0.003998	0.996002	
C2_01850W_A	OTHER	0.000719	0.999281	
C5_00190C_A	OTHER	0.001359	0.998641	
C2_10160W_A	SP(Sec/SPI)	0.994326	0.005674	CS pos: 20-21. SNA-LT. Pr: 0.8747
C4_03810W_A	OTHER	0.000760	0.999240	
C3_07900C_A	OTHER	0.000972	0.999028	
C1_08300W_A	OTHER	0.000319	0.999681	
C3_05600W_A	OTHER	0.002175	0.997825	
C1_02930C_A	OTHER	0.002184	0.997816	
C4_02150C_A	OTHER	0.002890	0.997110	
CR_01090W_A	OTHER	0.001157	0.998843	
C4_04870C_A	OTHER	0.001733	0.998267	
CR_10450C_A	OTHER	0.000754	0.999246	
CR_06510W_A	OTHER	0.001122	0.998878	
C1_06210W_A	OTHER	0.014050	0.985950	
C1_07490C_A	OTHER	0.000513	0.999487	
C2_06850W_A	OTHER	0.000270	0.999730	
C1_14000C_A	OTHER	0.000647	0.999353	
CR_08030C_A	OTHER	0.000556	0.999444	
C4_06100W_A	SP(Sec/SPI)	0.990911	0.009089	CS pos: 18-19. IFA-SN. Pr: 0.8241
C3_01150C_A	OTHER	0.002778	0.997222	
C4_02210W_A	OTHER	0.011234	0.988766	
C2_01700C_A	OTHER	0.001001	0.998999	
CR_04900C_A	SP(Sec/SPI)	0.988515	0.011485	CS pos: 20-21. AAA-FE. Pr: 0.5448
C3_02530W_A	OTHER	0.001230	0.998770	
C1_03870C_A	OTHER	0.000599	0.999401	
C5_04650C_A	OTHER	0.002034	0.997966	
C4_05310W_A	OTHER	0.000298	0.999702	
C2_08590W_A	SP(Sec/SPI)	0.994859	0.005141	CS pos: 21-22. TLA-QD. Pr: 0.9435
C3_01450C_A	OTHER	0.007819	0.992181	
C6_01300W_A	OTHER	0.032938	0.967062	
C1_05670W_A	SP(Sec/SPI)	0.991132	0.008868	CS pos: 16-17. TNA-FP. Pr: 0.8984
C2_00090W_A	OTHER	0.001328	0.998672	
C1_12420C_A	OTHER	0.001553	0.998447	
C5_00300C_A	OTHER	0.001058	0.998942	
CR_07930C_A	OTHER	0.002060	0.997940	
C5_01250W_A	OTHER	0.010212	0.989788	
C7_02460C_A	OTHER	0.000545	0.999455	
C6_02320C_A	OTHER	0.001646	0.998354	
C5_05350W_A	OTHER	0.005763	0.994237	
C2_00710W_A	OTHER	0.000467	0.999533	
C1_08410C_A	OTHER	0.000990	0.999010	
C1_11980W_A	OTHER	0.000745	0.999255	
CM_00070C	OTHER	0.001088	0.998912	
C1_01000C_A	OTHER	0.000304	0.999696	
C5_03850W_A	OTHER	0.001754	0.998246	
C3_02780W_A	OTHER	0.000522	0.999478	
C1_13120C_A	OTHER	0.000735	0.999265	
C6_02350C_A	OTHER	0.000958	0.999042	
CR_07610C_A	OTHER	0.002620	0.997380	
C6_04220C_A	OTHER	0.000269	0.999731	
C3_06250W_A	SP(Sec/SPI)	0.968610	0.031390	CS pos: 21-22. AIG-LH. Pr: 0.6107
C4_00100C_A	OTHER	0.004510	0.995490	
C3_05330C_A	OTHER	0.091996	0.908004	
C6_02150C_A	OTHER	0.001381	0.998619	
C1_07520C_A	OTHER	0.000635	0.999365	
CR_08420W_A	OTHER	0.002597	0.997403	
CR_03390C_A	OTHER	0.001122	0.998878	
C1_07980C_A	OTHER	0.002124	0.997876	
C7_04320W_A	SP(Sec/SPI)	0.999578	0.000422	CS pos: 18-19. VWC-ER. Pr: 0.9880
C2_09650W_A	OTHER	0.000376	0.999624	
CR_10370W_A	OTHER	0.000327	0.999673	
CR_02040W_A	OTHER	0.001071	0.998929	
C1_05050C_A	OTHER	0.000410	0.999590	
C3_00860W_A	OTHER	0.000887	0.999113	
C2_07170C_A	OTHER	0.000457	0.999543	
CR_06100C_A	OTHER	0.000692	0.999308	
C2_00370W_A	OTHER	0.000521	0.999479	
C1_08670W_A	OTHER	0.000788	0.999212	
C2_08270C_A	OTHER	0.000775	0.999225	
C5_03970W_A	OTHER	0.038958	0.961042	
C1_01700W_A	OTHER	0.000750	0.999250	
C3_06290W_A	OTHER	0.002657	0.997343	
C2_00620C_A	OTHER	0.000692	0.999308	
C2_09460C_A	OTHER	0.001417	0.998583	
C5_03870C_A	OTHER	0.001171	0.998829	
C6_00340C_A	OTHER	0.005004	0.994996	
C5_03700C_A	OTHER	0.030970	0.969030	
C1_11220C_A	OTHER	0.001597	0.998403	
C2_02150C_A	OTHER	0.001357	0.998643	
C4_01830C_A	OTHER	0.040172	0.959828	
C2_00400C_A	OTHER	0.002308	0.997692	
C6_02230W_A	OTHER	0.000624	0.999376	
C3_06400C_A	OTHER	0.000665	0.999335	
C3_05240C_A	OTHER	0.000544	0.999456	
C1_11570W_A	OTHER	0.239747	0.760253	
C5_00670C_A	OTHER	0.000660	0.999340	
C1_12240C_A	OTHER	0.003347	0.996653	
C2_04790C_A	OTHER	0.000698	0.999302	
C2_04570W_A	OTHER	0.000102	0.999898	
C1_08600C_A	OTHER	0.000880	0.999120	
C2_07290W_A	OTHER	0.000264	0.999736	
CR_05010W_A	OTHER	0.000866	0.999134	
C2_04260W_A	OTHER	0.000503	0.999497	
C1_10420C_A	OTHER	0.000348	0.999652	
CR_08490W_A	OTHER	0.000129	0.999871	
CR_02100C_A	OTHER	0.001682	0.998318	
CR_09940W_A	OTHER	0.493456	0.506544	
CR_02380C_A	OTHER	0.239604	0.760396	
C6_02370C_A	OTHER	0.000406	0.999594	
C1_10930C_A	OTHER	0.000379	0.999621	
C6_01010W_A	OTHER	0.002541	0.997459	
C3_00800W_A	OTHER	0.000671	0.999329	
C6_03900W_A	OTHER	0.003554	0.996446	
CR_06900C_A	OTHER	0.000945	0.999055	
C5_00200C_A	OTHER	0.000885	0.999115	
C6_00460C_A	SP(Sec/SPI)	0.982380	0.017620	CS pos: 21-22. IAA-ET. Pr: 0.6260
C3_03050C_A	SP(Sec/SPI)	0.953421	0.046579	CS pos: 18-19. ALA-GV. Pr: 0.8400
C1_03690W_A	OTHER	0.001529	0.998471	
C3_05430W_A	OTHER	0.000482	0.999518	
CR_07450C_A	OTHER	0.000723	0.999277	
C6_04400W_A	OTHER	0.000397	0.999603	
C3_06580W_A	OTHER	0.000375	0.999625	
CR_04530W_A	OTHER	0.001134	0.998866	
C1_02570C_A	OTHER	0.000566	0.999434	
C6_02930W_A	OTHER	0.000315	0.999685	
C4_03840C_A	OTHER	0.001181	0.998819	
C7_02870C_A	OTHER	0.000715	0.999285	
C3_00680C_A	OTHER	0.004210	0.995790	
C2_08330W_A	OTHER	0.001786	0.998214	
C7_01450C_A	OTHER	0.000292	0.999708	
C2_05710C_A	OTHER	0.000643	0.999357	
C3_01960C_A	OTHER	0.000511	0.999489	
CR_03590C_A	OTHER	0.000294	0.999706	
C2_09130C_A	SP(Sec/SPI)	0.964539	0.035461	CS pos: 19-20. INA-ID. Pr: 0.9249
C7_03910W_A	OTHER	0.000711	0.999289	
C2_04880C_A	OTHER	0.002462	0.997538	
CR_07070C_A	SP(Sec/SPI)	0.973942	0.026058	CS pos: 17-18. ATA-KT. Pr: 0.7465
C3_00610W_A	OTHER	0.000946	0.999054	
C1_02820W_A	OTHER	0.000798	0.999202	
C5_04230W_A	OTHER	0.234521	0.765479	
C5_01910W_A	OTHER	0.003655	0.996345	
C2_04980C_A	OTHER	0.004712	0.995288	
CR_09390C_A	OTHER	0.001279	0.998721	
C7_01890C_A	OTHER	0.001052	0.998948	
C2_06130W_A	OTHER	0.000528	0.999472	
C5_03840W_A	OTHER	0.000405	0.999595	
CR_02710W_A	OTHER	0.000469	0.999531	
C1_10320W_A	OTHER	0.118244	0.881756	
CR_00530W_A	OTHER	0.001868	0.998132	
CR_10540C_A	OTHER	0.002057	0.997943	
CR_08200C_A	OTHER	0.001384	0.998616	
CR_03300C_A	OTHER	0.000991	0.999009	
CR_00120C_A	OTHER	0.000451	0.999549	
C1_07630W_A	OTHER	0.000531	0.999469	
C4_05870C_A	OTHER	0.003357	0.996643	
C2_03480C_A	OTHER	0.019953	0.980047	
C2_00080C_A	SP(Sec/SPI)	0.988549	0.011451	CS pos: 16-17. CLS-AP. Pr: 0.2927
C7_01070C_A	OTHER	0.001377	0.998623	
C5_00180W_A	OTHER	0.000812	0.999188	
C1_06190C_A	OTHER	0.004305	0.995695	
C1_00200C_A	OTHER	0.000765	0.999235	
C4_05290W_A	OTHER	0.000508	0.999492	
CR_05960W_A	OTHER	0.000512	0.999488	
C1_05780W_A	OTHER	0.005055	0.994945	
C3_04760C_A	OTHER	0.002326	0.997674	
C2_03080W_A	OTHER	0.002168	0.997832	
C2_03840C_A	OTHER	0.000441	0.999559	
C1_12880C_A	OTHER	0.002371	0.997629	
C6_04330W_A	OTHER	0.000645	0.999355	
CR_06310W_A	OTHER	0.001007	0.998993	
C1_02470W_A	OTHER	0.000175	0.999825	
C7_00430W_A	OTHER	0.001597	0.998403	
C1_07650W_A	OTHER	0.006145	0.993855	
C4_01170C_A	OTHER	0.006458	0.993542	
CR_08400C_A	OTHER	0.001311	0.998689	
C4_05160C_A	OTHER	0.000723	0.999277	
C2_00200W_A	OTHER	0.000328	0.999672	
C4_03800C_A	OTHER	0.000267	0.999733	
C1_09480W_A	OTHER	0.001701	0.998299	
C2_04560W_A	OTHER	0.000273	0.999727	
C6_03810W_A	OTHER	0.000994	0.999006	
C4_06140C_A	OTHER	0.158443	0.841557	
CR_09640C_A	OTHER	0.000671	0.999329	
C3_05120C_A	OTHER	0.000457	0.999543	
CR_03560W_A	OTHER	0.002682	0.997318	
CR_04230W_A	OTHER	0.005771	0.994229	
C2_00850W_A	OTHER	0.002775	0.997225	
C2_03450W_A	OTHER	0.000397	0.999603	
C4_04810C_A	OTHER	0.000503	0.999497	
CR_00250W_A	OTHER	0.001357	0.998643	
CR_01100C_A	OTHER	0.001113	0.998887	
C1_13360C_A	OTHER	0.000288	0.999712	
C1_11600W_A	OTHER	0.003543	0.996457	
C5_01020C_A	OTHER	0.001056	0.998944	
C1_02480W_A	OTHER	0.000340	0.999660	
C1_03880C_A	OTHER	0.004951	0.995049	
C5_03410C_A	OTHER	0.001596	0.998404	
C4_04080C_A	OTHER	0.001081	0.998919	
C2_10320C_A	OTHER	0.000172	0.999828	
CR_07370W_A	SP(Sec/SPI)	0.595989	0.404011	CS pos: 20-21. AYS-TS. Pr: 0.2604
CR_05360C_A	OTHER	0.000715	0.999285	
C5_01060C_A	OTHER	0.000143	0.999857	
CR_03080C_A	OTHER	0.000449	0.999551	
C2_00830C_A	OTHER	0.000931	0.999069	
C1_00370W_A	OTHER	0.000366	0.999634	
C1_02190W_A	OTHER	0.000378	0.999622	
C2_10780C_A	OTHER	0.001248	0.998752	
C2_07320W_A	OTHER	0.000225	0.999775	
CR_09270C_A	OTHER	0.094511	0.905489	
C6_03550C_A	OTHER	0.000975	0.999025	
C1_05020C_A	OTHER	0.000226	0.999774	
C6_03430C_A	OTHER	0.000330	0.999670	
CR_03570C_A	OTHER	0.003969	0.996031	
C3_01040C_A	OTHER	0.000686	0.999314	
C1_00780C_A	OTHER	0.000492	0.999508	
C5_01790C_A	OTHER	0.136390	0.863610	
C2_05480C_A	OTHER	0.001440	0.998560	
C2_03300W_A	OTHER	0.001687	0.998313	
C7_03290C_A	SP(Sec/SPI)	0.825727	0.174273	CS pos: 20-21. VLA-LV. Pr: 0.5968
C3_05680W_A	OTHER	0.001562	0.998438	
C3_06640W_A	OTHER	0.001757	0.998243	
C2_04860W_A	OTHER	0.000784	0.999216	
C5_02710W_A	OTHER	0.006951	0.993049	
C6_02810C_A	OTHER	0.001350	0.998650	
C1_02830W_A	OTHER	0.000425	0.999575	
C2_10210C_A	OTHER	0.001953	0.998047	
C3_06300W_A	OTHER	0.001231	0.998769	
C4_01370W_A	OTHER	0.000314	0.999686	
C4_02560C_A	OTHER	0.003378	0.996622	
C1_01970W_A	OTHER	0.006234	0.993766	
C5_00430W_A	OTHER	0.001162	0.998838	
CR_05950C_A	SP(Sec/SPI)	0.988314	0.011686	CS pos: 21-22. TMG-LK. Pr: 0.9214
C4_06830C_A	OTHER	0.000542	0.999458	
C4_05750C_A	OTHER	0.001253	0.998747	
C2_01470W_A	OTHER	0.002552	0.997448	
C2_02090W_A	OTHER	0.000389	0.999611	
C2_01260W_A	OTHER	0.000729	0.999271	
C2_00430C_A	OTHER	0.001167	0.998833	
C1_12530C_A	OTHER	0.005282	0.994718	
C1_03650C_A	OTHER	0.005518	0.994482	
C4_07140W_A	OTHER	0.001693	0.998307	
C3_02130W_A	OTHER	0.001423	0.998577	
C7_00520W_A	OTHER	0.000689	0.999311	
CR_00480W_A	OTHER	0.001837	0.998163	
C1_00520W_A	OTHER	0.000375	0.999625	
CR_08900C_A	OTHER	0.001281	0.998719	
C2_02410W_A	OTHER	0.132220	0.867780	
C6_04470C_A	SP(Sec/SPI)	0.928701	0.071299	CS pos: 24-25. SGN-EQ. Pr: 0.2904
C1_12700W_A	OTHER	0.000692	0.999308	
C2_09870W_A	OTHER	0.002744	0.997256	
C5_05510C_A	OTHER	0.000272	0.999728	
C2_03380W_A	OTHER	0.005623	0.994377	
C2_03970W_A	OTHER	0.002106	0.997894	
C6_00910C_A	OTHER	0.000445	0.999555	
C4_06560W_A	SP(Sec/SPI)	0.999655	0.000345	CS pos: 17-18. TAA-QR. Pr: 0.5738
C1_12330W_A	OTHER	0.000954	0.999046	
C2_05040C_A	OTHER	0.008736	0.991264	
C4_00280W_A	OTHER	0.000742	0.999258	
C2_06750C_A	OTHER	0.000235	0.999765	
C1_12020W_A	SP(Sec/SPI)	0.736883	0.263117	CS pos: 20-21. NLA-VN. Pr: 0.4469
C2_01090C_A	OTHER	0.170430	0.829570	
C1_07150W_A	OTHER	0.003391	0.996609	
C1_04660W_A	OTHER	0.000508	0.999492	
CR_06130C_A	OTHER	0.000751	0.999249	
C7_00380W_A	OTHER	0.050520	0.949480	
C7_02990W_A	OTHER	0.000309	0.999691	
C1_06540C_A	OTHER	0.000542	0.999458	
C1_08130C_A	OTHER	0.000226	0.999774	
C3_05440C_A	OTHER	0.001843	0.998157	
C4_05890W_A	OTHER	0.000418	0.999582	
C1_00020C_A	OTHER	0.000373	0.999627	
C5_00580W_A	OTHER	0.000941	0.999059	
C4_04220W_A	OTHER	0.000465	0.999535	
C2_02900W_A	OTHER	0.000455	0.999545	
C1_06230C_A	OTHER	0.000470	0.999530	
C4_00030C_A	OTHER	0.001508	0.998492	
C1_00770C_A	SP(Sec/SPI)	0.992099	0.007901	CS pos: 24-25. VDA-DP. Pr: 0.8965
C5_03610W_A	SP(Sec/SPI)	0.991287	0.008713	CS pos: 22-23. VHA-AK. Pr: 0.9632
C1_14580C_A	OTHER	0.191500	0.808500	
C1_03660W_A	OTHER	0.002143	0.997857	
C2_02460W_A	OTHER	0.002190	0.997810	
C1_12400C_A	OTHER	0.000815	0.999185	
C1_00470C_A	OTHER	0.043107	0.956893	
CR_06860C_A	OTHER	0.000594	0.999406	
C1_05010C_A	OTHER	0.001101	0.998899	
C7_01150W_A	OTHER	0.001124	0.998876	
C5_04430C_A	OTHER	0.000365	0.999635	
C7_01750W_A	OTHER	0.000328	0.999672	
C7_01510W_A	OTHER	0.000886	0.999114	
C3_03740W_A	OTHER	0.101061	0.898939	
C2_07720C_A	OTHER	0.001054	0.998946	
C1_12090C_A	OTHER	0.000254	0.999746	
C1_05380C_A	OTHER	0.000374	0.999626	
C2_01440C_A	OTHER	0.000536	0.999464	
C2_06990W_A	OTHER	0.020470	0.979530	
C2_07810W_A	OTHER	0.003607	0.996393	
C1_10440W_A	OTHER	0.141773	0.858227	
C4_00590C_A	OTHER	0.001055	0.998945	
C3_05190C_A	OTHER	0.018047	0.981953	
C1_02110C_A	OTHER	0.000727	0.999273	
CR_09030C_A	OTHER	0.025736	0.974264	
C7_01870W_A	OTHER	0.003948	0.996052	
C7_00640C_A	OTHER	0.000792	0.999208	
CR_10380C_A	OTHER	0.000181	0.999819	
CR_07900C_A	OTHER	0.000924	0.999076	
C3_00470W_A	OTHER	0.051998	0.948002	
C1_12350W_A	OTHER	0.001144	0.998856	
CR_10190C_A	OTHER	0.001279	0.998721	
C6_04490W_A	SP(Sec/SPI)	0.963026	0.036974	CS pos: 14-15. IYA-GL. Pr: 0.7253
C5_01510W_A	OTHER	0.000605	0.999395	
C3_05470W_A	OTHER	0.003512	0.996488	
C1_04110W_A	OTHER	0.000544	0.999456	
C4_04190C_A	OTHER	0.001962	0.998038	
C6_02540C_A	OTHER	0.000740	0.999260	
C4_02270C_A	OTHER	0.000379	0.999621	
C1_08550C_A	OTHER	0.001361	0.998639	
C7_01820C_A	OTHER	0.008362	0.991638	
C7_00590W_A	OTHER	0.004069	0.995931	
CR_05330W_A	OTHER	0.000451	0.999549	
C1_06700W_A	OTHER	0.000257	0.999743	
C1_01140C_A	OTHER	0.000341	0.999659	
C1_07680W_A	OTHER	0.003211	0.996789	
CR_09140C_A	SP(Sec/SPI)	0.697216	0.302784	CS pos: 18-19. VVA-NY. Pr: 0.5414
C5_00780C_A	OTHER	0.001449	0.998551	
C2_00660C_A	SP(Sec/SPI)	0.989250	0.010750	CS pos: 15-16. ALA-GD. Pr: 0.5624
C2_07960C_A	OTHER	0.003326	0.996674	
C4_00860C_A	OTHER	0.000213	0.999787	
C1_08170C_A	OTHER	0.002935	0.997065	
C1_08580C_A	OTHER	0.001089	0.998911	
C6_02880W_A	OTHER	0.002377	0.997623	
C5_05080W_A	OTHER	0.000534	0.999466	
C2_00540W_A	OTHER	0.001255	0.998745	
CR_02690W_A	OTHER	0.000706	0.999294	
C2_04310W_A	OTHER	0.003379	0.996621	
C5_03820C_A	OTHER	0.002945	0.997055	
C7_01710W_A	SP(Sec/SPI)	0.977800	0.022200	CS pos: 20-21. ALA-ES. Pr: 0.7396
C2_10480W_A	OTHER	0.010988	0.989012	
C1_14180W_A	OTHER	0.001159	0.998841	
